Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bahrain,BHR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,31.89907889,6.796161543,5.676506981,4.267214289,3.41972663,11.47486962,15.81804495,14.29430182,3.150139609,10.49670124,12.09982435,11.16094416,20.28486379,8.842680724,-2.378906722,14.54559467,4.827361494,-0.283027354,-2.781093221,-5.199029249,-0.796745563,-0.156120282,-2.821019814,24.06196772,-4.249245845,-2.461621415,3.012662807,5.408139596,7.415587015,15.25317769,,,,,,,,,
"Bahamas, The",BHS,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,6.944387126,7.639237236,7.092681004,0.525916093,0.751287393,-5.683085007,7.044690601,4.739740263,7.5879186,1.726529252,4.38524365,2.264504221,7.405764802,7.058839811,3.736699612,6.282836881,4.020735443,8.381728042,4.591386621,5.900219219,5.709560374,-38.37653613,3.591574395,1.356882645,5.030872342,5.626977584,1.961827981,4.789804497,4.748260807,0.462285095,4.633431666,2.47895543,3.952551212,6.604831487,5.915788916,5.972384534,1.349194804,4.927761977,1.063046865,-0.530754737,3.095837843,2.863086289,3.776601413,-0.328326497,7.071112916,5.379496909,-0.048941176,-1.969468771,
Bosnia and Herzegovina,BIH,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.321324798,9.327539854,7.947864517,3.223953257,0.198551998,0.918034767,-0.332619168,7.732691915,6.39214699,4.880421152,6.481564755,7.276478303,5.58529959,4.363562765,3.853482163,2.555420954,0.971534856,0.796048107,3.00786242,-1.6799107,-7.555774248,-2.48323871,
Belarus,BLR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.29939146,-85.18832721,-87.85285741,-63.88725835,5.60715851,-23.21565596,-28.08282615,-63.76102548,-41.22954906,-18.14018623,-5.528469047,-5.134717105,-4.700862777,-6.399671286,-1.721871696,-3.807565642,-10.44729536,2.211575773,-1.907344445,-33.48902473,-31.81321032,-1.756238025,0.464890416,1.775685289,5.591856659,0.953546673,-3.071065142,0.411406274,-2.543132036,-4.516675065,-1.888002465,2.416056196,
Belize,BLZ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,20.08806403,6.313680101,5.506662435,16.97370236,10.59171681,6.087613626,9.779356833,10.33448436,14.07579357,17.01744127,10.51848917,12.26053721,11.8622888,9.887717415,13.19171963,18.08713524,13.72748334,18.23162421,14.35340791,17.71602668,14.04509117,19.24290676,11.55249257,10.9234754,10.64479796,10.14103589,10.16862141,17.02948619,11.37893689,8.050914228,11.61292822,9.467088898,9.600554523,10.65732007,7.587722321,6.240326194,9.03025245,9.195337436,9.447766348,7.758625898,1.185095137,1.80997445,
Bermuda,BMU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.39683894,18.95013375,21.28074356,21.97113918,19.93217041,28.54477858,44.40762993,44.11315582,35.53009432,39.77986871,41.95159969,30.22905118,32.18152217,27.94839572,17.85309791,17.32305791,10.65860771,6.022331912,10.07566894,-1.55933383,5.110629663,3.163720043,15.14603743,1.041041528,-3.217178149,3.767191392,4.770029141,7.491198632,13.30880295,9.434724905,1.931420924,4.83325936,9.155986432,9.625096813,3.906454516,2.511807569,9.195612617,
Brazil,BRA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.40884498,77.61683799,67.06091709,48.5047282,45.63781871,48.34043745,46.44739884,43.77915272,44.63516886,41.24032645,35.02251547,35.3667578,34.79200963,29.11580552,32.83345951,26.58209053,18.49884442,22.40367244,33.83234397,40.69836145,41.71380787,33.10233425,31.90307275,21.19717969,15.01088497,28.39609283,37.20750933,
Barbados,BRB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,-0.661277886,3.212898421,5.798910952,6.005478356,6.808886214,4.392506287,1.31568767,6.500892202,2.895511442,7.412015518,7.580613714,11.18194813,3.537513467,6.72488138,8.893479767,7.276866409,8.835422975,0.962936975,4.751744844,11.66464362,7.166315766,7.52383813,7.302639709,2.367223972,2.342734993,5.95150041,1.975902379,8.080391055,11.2395211,-8.542276321,4.855028575,9.817438379,5.797350092,8.375244705,8.722809228,9.10510166,4.530184399,4.646222369,5.77949883,2.79323419,5.590564766,7.336238725,,
Brunei Darussalam,BRN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.82135732,-4.443441599,3.050771344,11.02113976,5.643023909,-0.761895167,-9.474659372,-12.45075987,-4.042365195,0.767082447,-9.068003287,34.80578962,0.495246705,-12.2155723,4.228153889,8.565330744,7.484174438,28.05378423,16.15040581,0.519012837,-3.40210004,9.138376223,18.35814413,-8.63105556,-15.08147162,21.11985322,
Bhutan,BTN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,7.188979171,7.317805736,4.390113522,7.972486803,7.290693848,13.74744422,0.030555566,8.893352918,8.280794398,5.561450582,7.415044546,7.820734834,3.776064518,7.125327949,7.295509334,2.739536639,4.79124819,9.258469293,-0.452380919,9.983959222,9.787592284,11.15876592,10.21038704,7.532736362,6.966800505,8.894817223,7.810135434,8.930793404,5.160030473,4.702226656,4.936823319,7.416222676,7.853382641,11.32262505,9.708017806,9.48768641,12.70294382,10.56367179,8.275090667,5.920379288,7.755712499,7.565038508,
Botswana,BWA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,-1.556654988,9.721909504,19.78189131,4.257201654,-2.968963509,-9.271153196,-2.683864922,-2.390604784,-12.11416662,-5.263682318,1.481638237,6.327978999,6.902446348,1.637970268,4.06788525,6.776493709,-1.388480721,8.530342197,3.349689855,0.473255878,1.145825237,6.866384475,14.84470101,12.72615936,5.151956536,0.230180569,10.74984513,9.606601366,6.554592168,-1.175676556,3.505910613,-1.467619028,7.75460206,8.5264764,-0.551076777,4.067935712,-4.115021481,9.784192479,6.439120061,5.858510949,1.313488588,-2.889285696,-7.403099179,4.517928311,
Central African Republic,CAF,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Real interest rate (%),FR.INR.RINR,,3.084345022,4.341589341,3.491579406,2.837818691,1.923199804,1.028484641,1.400162653,2.740142284,2.987357392,3.289330209,1.474988517,0.164379093,-2.076774366,-4.170201382,-1.424414537,1.156647007,1.67026433,2.678083482,2.567258502,3.810891238,7.595054218,6.418826731,5.048162643,8.22548422,7.010893241,7.164049119,4.512987545,6.020026083,8.265166709,10.36280576,6.676640565,5.921223468,4.589299085,5.34161484,6.241247834,4.314937903,3.77105927,6.79236178,4.428447423,2.775239791,4.17315132,2.914163587,1.392510078,0.715785247,1.260735591,3.161082058,2.714042801,0.704688624,4.833121719,-0.237699891,-0.236773176,1.760110339,1.237716691,1.038638973,3.67453345,1.968905239,0.125752237,,,,,,,
Central Europe and the Baltics,CEB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865523246,2.282844337,2.413050268,2.739346526,2.622941725,2.778422162,3.365102086,3.996447542,3.248908871,3.006367395,1.849004653,2.739664717,3.357509619,1.376511373,0.145920368,1.822186737,
Channel Islands,CHI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,-1.211433267,4.03791192,5.416926307,-0.414447088,19.56212916,21.55469919,5.918426109,9.259425199,10.860314,5.133201704,5.8012143,12.76720706,11.94194868,19.24062833,10.21196977,9.834873251,7.30156424,4.274612252,1.801028213,-1.773195332,-0.413027487,-3.872201041,3.409024449,12.91047019,3.545972117,-3.768795807,5.587457772,9.223378344,6.846326434,2.121025308,0.534100505,0.982913241,-0.262655301,2.547312161,,,,,,
China,CHN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,1.2416394,2.62034423,7.350672131,5.97409667,2.149559564,-2.07731742,3.105961227,2.700243226,-2.772033113,2.52069312,3.451644667,1.804311855,0.415635119,-3.651372091,-7.989744154,-1.412648188,3.354970473,6.911698894,7.356478446,7.204050341,3.710664082,3.72666389,4.679724345,2.638146636,-1.282811705,1.613277503,2.110577727,-0.259570586,-2.305615343,5.531122909,-1.002401214,-1.402428747,3.585203529,3.755387055,4.522308432,4.353072252,2.901815389,0.112553973,0.821501872,3.024384821,3.838601204,-0.193517051,2.481076076,4.961288028,
Cote d'Ivoire,CIV,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.763991453,3.331830891,1.613289963,-0.368943718,3.724734135,3.543389896,-0.428915663,5.465350419,2.343357493,0.891700761,0.361232955,6.552136669,6.246748203,,,,,,,
Cameroon,CMR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.21733254,22.22435169,18.83434227,24.69477027,29.58282582,26.33035023,21.24473863,16.14723359,17.52473816,20.76675035,14.08405653,-15.69024723,-4.771255751,19.68020037,21.22869604,7.227882784,,,
"Congo, Rep.",COG,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,8.555625925,13.8660468,11.19027451,14.20065914,-5.098230827,15.28657276,11.45805937,8.358405004,14.54666917,19.54132454,20.95820732,14.43888089,23.37814846,14.9195709,-11.13795592,13.33248084,9.775204902,7.823797978,7.270509663,9.36261383,6.697295974,9.67644438,8.821016978,8.594547354,5.372224027,4.542964842,8.655350954,8.90797441,8.442949352,8.785473732,9.032095057,8.134491128,7.15306949,7.467547259,8.246607616,1.424587394,0.819154153,13.81899976,
Comoros,COM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.423877939,17.22841609,3.102288969,7.515882486,6.394622004,7.362180946,10.65047544,7.16630934,6.71696605,7.131475931,9.421063332,8.679453451,7.233986482,5.974382469,8.597206408,9.584916783,11.08079697,8.63689164,10.05702692,8.508150666,6.036798774,7.3746956,7.692483305,2.946216737,,
Cabo Verde,CPV,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.891057434,-6.761807957,6.0515898,8.849125474,10.31796103,6.874906426,9.160677954,8.967572419,11.00511684,8.645325498,7.795759333,8.08633612,7.146958078,8.387679996,7.799794655,6.185881261,1.399741622,3.59940973,
Costa Rica,CRI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,-32.12862158,-4.40660921,1.118727632,0.308143301,3.175981005,12.41910814,8.287714676,12.07900235,11.81696709,-15.71773787,7.293129405,17.73455852,15.00413622,12.75093629,9.731995023,6.798727784,9.411567169,13.24650873,14.16902249,12.86156668,15.14732856,13.49781682,8.888553211,10.30188948,8.146284034,2.064435159,3.952220959,9.135716342,9.811593181,11.04527389,12.86966435,10.13299571,8.187917606,9.887063287,9.493883461,8.269830327,8.739207219,6.024715568,5.820520183,3.065307094,1.016618065,9.192541675,
Caribbean small states,CSS,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.733442061,0.691074581,3.38363954,2.39677581,4.476757779,2.703654957,5.400742274,5.309357653,2.155475589,3.817003377,4.473498357,1.893565366,5.652207129,4.877103517,2.150916824,4.141457519,3.258577084,6.404026198,5.952128878,4.009470324,3.651868522,1.887110784,3.010827113,2.380513351,1.874562608,0.708328266,-0.149541365,-1.121285332,-0.80002465,-4.091328483,-3.21389906,
Germany,DEU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,5.223726049,2.785644872,4.741481099,2.623264345,5.061915383,5.263422009,6.467176058,2.628577597,7.798427902,3.312168295,6.836389293,9.002863365,3.689132053,10.6334505,7.907217889,9.589633935,8.51612785,8.640135632,13.70790618,8.870512021,10.10243838,15.09069799,4.961301541,11.53343415,6.97032746,7.528155801,7.44339375,1.866025143,9.13092815,7.036470594,11.22470262,5.317814014,9.262044831,1.730795516,4.416291318,11.50180136,4.952356544,2.925515094,8.124913964,3.175850948,2.87163795,2.983837767,
Denmark,DNK,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.35679961,21.57059656,23.72389426,16.83749661,19.1788932,19.35418227,10.55750858,17.96897087,20.42761914,18.27424,17.18452238,17.89582066,-1.550914208,-8.635252014,17.32624119,12.03451371,7.609744711,8.654014357,14.14294579,6.347720679,6.930587162,9.880588134,8.499705584,9.184329642,12.10554541,12.8346074,9.338161416,8.079225853,9.715764841,5.973957523,1.699015129,1.025970295,7.527087782,
Algeria,DZA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.902165938,-4.049207359,8.136645382,15.1040086,-0.095922627,-10.334378,1.375406936,7.112828503,-0.75036145,-3.092518538,-3.8817475,-2.510519977,0.844558435,-6.183124664,16.59761447,-6.539563572,-7.620226489,-0.002265262,7.044358287,6.4559998,13.66835056,7.08263567,2.91790628,1.728749772,7.054714548,13.33987672,-6.84242363,-12.16031645,7.084596921,
East Asia & Pacific (excluding high income),EAP,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
