"Annex table 3. FDI instock, by region and economy, 1990–2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mongolia,  0.1,  11.3,  13.3,  21.0,  27.9,  37.7,  53.6,  78.6,  97.5,  127.9,  181.6,3  187.0,3  265.4,3  405.8,3  492.6,3  697.1,3  953.1,4  404.1,5  216.7,6  276.9,8  444.7,13  332.7,17  668.4,19  579.3,20  247.0,20  696.3,16  277.5,18  019.9,20  223.0,22  556.0,24  206.7,26  281.8,28  521.5,30  696.6
"Hong Kong, China",201  652.9,202  673.7,206  561.2,213  490.8,221  318.8,227  532.1,237  992.3,249  360.4,225  078.2,405  266.0,435  417.1,401  186.7,315  063.3,363  680.4,427  052.4,493  894.7,703  563.2,1147  889.3,783  257.3,904  300.0,1067  520.0,1078  748.8,1244  646.3,1352  021.7,1496  082.7,1591  627.4,1626  013.4,1943  917.1,1963  319.6,1867  697.3,1851  463.7,1957  365.5,2008  152.7,2107  038.4
"Macao, China",2  808.7,2  819.4,2  799.9,2  796.3,2  799.8,2  802.0,2  808.0,2  810.3,2  792.4,2  801.8,2  801.0,2  960.8,3  221.3,3  561.5,3  891.5,5  041.8,6  636.9,9  126.8,10  532.8,10  522.5,13  602.6,14  899.1,19  203.4,24  511.7,28  296.8,29  302.2,30  981.3,33  830.7,35  911.1,43  745.5,37  864.9,43  221.8,45  737.2,47  954.7
Taiwan Province of China,9  735.0,11  006.0,11  885.0,12  802.0,14  177.0,15  736.0,17  600.0,19  848.0,20  070.0,22  996.0,18  875.0,34  149.0,29  514.0,36  692.0,37  678.0,42  631.0,49  291.0,47  666.0,44  151.0,54  435.0,61  508.0,53  493.0,58  363.0,64  233.0,67  905.0,65  334.0,73  948.0,82  389.0,84  766.0,98  552.0,110  746.0,127  064.0,124  440.0,130  140.0
South-East Asia,61  640.2,73  456.3,83  297.7,97  735.0,120  203.9,147  581.9,192  889.8,187  993.7,219  688.5,246  998.0,257  602.6,258  966.2,285  364.2,325  360.4,373  282.6,433  765.1,557  662.8,740  210.3,781  522.6,894  625.0,1150  659.0,1278  367.5,1502  079.7,1624  838.2,1779  688.1,1829  528.2,1947  781.2,2318  833.3,2453  455.4,2764  660.8,3076  357.9,3356  847.5,3506  027.3,3869  160.0
Brunei Darussalam,  33.1,  38.1,  45.1,  53.1,  59.0,  641.8,1  295.4,1  997.1,2  570.4,3  318.2,3  867.8,4  394.3,5  429.8,1  629.5,1  835.1,2  124.6,2  558.6,2  818.8,3  141.4,3  511.5,4  140.1,4  837.4,5  661.6,6  250.7,6  218.9,6  060.9,5  739.3,6  560.9,6  645.9,7  127.0,7  589.0,7  301.7,6  797.8,6  753.2
Cambodia,  37.7,  37.7,  70.7,  124.9,  193.8,  355.9,  941.8,  956.4,1  199.2,1  431.4,1  579.9,1  729.3,1  874.4,1  958.4,2  089.8,2  471.0,2  954.2,3  062.9,3  939.8,4  924.5,9  025.7,11  431.3,14  295.6,17  292.7,20  065.6,21  901.1,24  376.6,27  048.6,30  369.9,33  987.3,36  902.7,41  025.2,44  537.1,48  419.9
Indonesia,8  732.5,10  214.5,12  013.5,14  016.5,16  207.5,20  626.5,26  871.5,31  600.5,31  393.5,29  555.5,25  060.5,15  203.3,7  103.2,10  328.2,15  857.9,41  187.0,54  534.0,79  927.0,72  228.0,108  796.0,160  735.1,184  803.7,211  634.5,230  799.1,217  486.8,222  409.6,249  859.4,231  492.1,225  719.9,235  347.9,240  564.3,259  697.4,264  034.0,285  690.4
Lao People's Democratic Republic,  12.6,  19.5,  27.3,  57.2,  116.4,  211.5,  371.3,  457.6,  502.9,  554.5,  588.3,  612.2,  616.7,  636.1,  653.1,  680.8,  868.2,1  191.7,1  419.4,1  608.9,1  887.7,2  188.5,2  806.3,3  487.7,4  355.3,5  433.1,6  368.4,8  054.6,9  412.6,10  168.2,11  135.9,12  207.8,12  736.0,14  404.2
Malaysia,10  318.0,12  440.2,16  859.9,20  590.8,22  915.6,28  730.6,36  027.6,42  350.6,45  064.6,48  959.9,52  747.5,33  971.8,37  542.4,41  187.9,43  046.8,44  459.5,53  709.8,75  762.6,73  601.3,78  994.6,101  620.2,115  063.9,132  656.3,136  028.3,135  798.0,116  744.4,122  029.9,146  601.9,154  576.0,168  058.8,170  682.4,187  257.4,199  205.9,201  736.4
Myanmar,  285.2,  520.3,  669.3,  761.0,  896.2,1  213.8,1  794.5,2  673.3,3  356.9,3  660.9,3  752.0,3  767.3,3  785.0,5  640.2,6  370.1,6  480.4,7  204.7,7  206.9,7  810.3,7  837.4,14  506.9,15  624.5,16  121.4,16  705.7,17  651.9,20  475.9,23  405.5,27  814.4,30  706.4,33  215.2,35  122.4,37  189.0,38  427.5,39  947.7
Philippines,3  267.9,3  683.2,4  011.2,4  389.0,5  270.9,6  729.9,8  249.9,9  498.9,11  251.0,12  429.0,13  762.0,10  385.0,11  565.0,11  411.0,12  737.0,14  978.0,16  914.0,20  463.0,21  746.0,22  931.0,25  896.0,30  995.4,36  458.9,47  276.1,56  646.3,58  521.9,64  507.5,79  016.3,82  996.7,94  593.2,103  394.1,111  525.7,109  622.2,118  985.1
Singapore,30  468.0,35  590.1,36  206.9,41  643.2,54  880.4,65  644.2,89  494.0,74  768.3,86  839.6,102  533.5,110  570.3,138  774.8,161  225.5,183  968.4,216  323.1,237  506.8,313  809.5,421  667.5,459  471.0,506  830.9,633  353.6,689  455.3,829  263.4,897  610.1,1028  270.7,1091  560.6,1144  869.3,1423  097.0,1522  629.6,1739  024.6,2003  723.9,2224  171.2,2326  997.6,2632  364.3
Thailand,8  242.2,10  294.6,12  301.6,14  081.0,15  701.3,17  684.4,19  705.6,13  332.8,25  481.3,31  114.0,30  944.0,34  097.9,38  778.0,49  702.0,53  861.0,61  413.3,80  237.7,96  248.2,96  636.3,110  061.1,142  334.3,159  238.7,180  046.5,187  312.6,201  886.7,183  279.5,190  888.5,239  317.5,245  047.9,281  363.4,289  647.4,283  147.5,292  205.4,290  869.8
Timor-Leste,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  13.8,  18.3,  18.3,  19.2,  27.7,  36.4,  124.7,  124.7,  155.1,  205.3,  243.9,  283.8,  316.5,  350.0,  345.7,  338.6,  359.2,  664.0,  684.5,  753.4,  992.5,1  017.7
Viet Nam,  242.9,  618.1,1  092.1,2  018.4,3  962.9,5  743.3,8  138.3,10  358.3,12  029.3,13  441.3,14  730.3,16  030.3,17  430.3,18  880.3,20  490.3,22  444.3,24  844.3,31  825.3,41  404.3,49  004.3,57  004.3,64  523.3,72  891.3,81  791.3,90  991.3,102  791.3,115  391.3,129  491.3,144  991.3,161  111.3,176  911.3,192  571.3,210  471.3,228  971.3
South Asia,6  795.1,7  138.3,8  075.2,9  013.4,11  447.9,15  320.1,19  846.3,24  700.3,28  026.4,28  942.9,30  742.9,33  978.8,44  724.6,56  127.8,65  767.7,77  475.5,112  386.3,162  409.2,175  683.4,227  042.4,269  143.0,276  950.4,305  617.6,314  558.9,354  972.2,390  923.8,439  656.8,504  063.4,514  016.4,555  589.1,613  253.0,653  444.6,643  370.7,675  575.5
Afghanistan,  11.8,  11.5,  11.9,  11.8,  11.9,  11.8,  12.5,  11.0,  11.0,  17.0,  17.2,  17.9,  67.9,  125.7,  312.6,  583.6,  821.6,1  010.3,  678.3,  771.8,  962.6,1  014.7,1  057.5,1  104.7,1  141.4,1  293.3,1  393.1,1  447.8,1  556.9,1  575.9,1  592.1,1  612.7,1  612.7,1  612.7
Bangladesh,  477.5,  478.9,  482.6,  496.6,  507.8,  600.1,  831.7,1  407.0,1  833.0,1  890.6,2  161.8,2  202.2,2  450.7,2  876.0,3  090.7,3  537.2,4  187.2,4  398.8,4  816.0,5  278.9,6  072.1,6  165.8,7  750.2,8  593.5,10  028.8,12  912.1,14  539.3,14  557.2,17  061.6,17  785.0,19  394.8,21  581.9,20  755.1,20  549.2
Bhutan,  2.0,  2.6,  2.6,  2.6,  2.6,  2.7,  4.1,  3.4,  3.4,  4.4,  4.4,  4.4,  6.5,  9.0,  12.5,  21.6,  16.4,  20.4,  21.8,  33.1,  203.7,  251.6,  392.5,  601.5,  685.2,  695.9,  613.7,  516.5,  527.8,  580.4,  553.7,  414.3,  419.4,  437.7
India,1  656.8,1  731.8,1  983.8,2  515.8,3  489.8,5  640.8,8  165.8,9  719.5,13  076.9,15  051.8,16  339.0,19  675.9,25  826.3,32  549.2,38  060.2,43  201.6,70  870.3,105  790.5,125  211.7,171  217.9,205  580.2,206  354.3,224  985.3,226  548.8,253  120.0,282  616.8,318  319.7,377  246.4,386  168.8,426  959.0,480  127.4,514  130.0,510  703.4,536  930.2
"Iran, Islamic Republic of",2  039.5,2  062.1,2  070.6,2  278.1,2  278.4,2  287.2,2  307.7,2  350.7,2  388.3,2  403.9,2  597.5,3  681.9,7  201.3,10  078.8,13  116.1,16  005.3,18  322.8,20  340.6,22  320.6,25  304.0,28  953.0,33  229.7,37  891.5,40  941.4,43  046.9,45  096.9,48  468.9,53  487.9,55  860.9,57  368.9,58  710.9,60  135.9,61  635.9,63  058.2
Maldives,  25.0,  31.5,  38.1,  45.0,  53.7,  60.9,  70.2,  81.7,  93.2,  105.5,  127.7,  148.2,  172.9,  204.7,  257.6,  330.8,  426.1,  558.5,  739.7,  897.7,1  114.2,1  537.7,1  765.7,2  126.5,2  459.9,2  757.8,3  214.5,3  672.3,4  247.9,5  204.1,5  552.4,5  995.9,6  717.8,7  479.3
Nepal,  11.6,  13.8,  13.8,  13.8,  13.8,  13.8,  33.0,  56.0,  68.0,  72.4,  71.9,  116.2,  110.2,  112.0,  111.6,  114.1,  107.4,  113.3,  114.3,  152.9,  239.5,  335.0,  563.5,  592.5,  767.1,1  067.2,1  294.6,1  587.5,1  921.4,1  620.5,1  706.8,1  933.9,2  187.4,2  067.3
Pakistan,1  891.7,2  059.9,2  603.0,2  586.3,3  860.1,5  408.1,6  993.6,9  210.3,8  541.9,7  185.5,6  918.6,5  545.2,6  110.1,7  195.0,7  606.0,10  209.0,13  682.0,25  621.0,16  473.0,17  674.0,19  828.2,20  916.1,23  124.8,25  090.6,33  151.1,34  462.2,41  968.4,40  792.8,34  095.7,31  429.8,31  959.7,31  255.9,25  291.9,28  610.2
Sri Lanka,  679.3,  746.3,  868.9,1  063.4,1  229.8,1  294.8,1  427.8,1  860.8,2  010.8,2  211.8,2  504.9,2  586.7,2  778.7,2  977.4,3  200.4,3  472.4,3  952.4,4  555.8,5  308.0,5  712.0,6  189.6,7  145.6,8  086.7,8  959.5,10  571.8,10  021.5,9  844.6,10  754.9,12  575.2,13  065.4,13  655.1,16  384.1,14  047.0,14  830.7
West Asia,31  169.7,33  321.8,36  430.0,38  556.1,40  456.5,43  767.4,48  628.6,54  152.3,58  560.6,61  491.4,72  351.9,77  380.0,81  194.3,110  465.7,140  791.9,214  206.6,289  985.9,405  639.0,399  688.7,520  843.1,619  425.2,608  242.0,700  531.9,687  600.4,745  462.3,741  641.6,759  542.2,823  840.1,793  964.7,825  562.0,923  439.5,877  513.1,982  875.2,931  256.7
Armenia,  8.7,  28.3,  30.7,  31.5,  40.7,  66.0,  83.6,  103.4,  103.4,  421.4,  513.1,  579.8,  684.5,  795.3,1  039.2,1  382.8,1  879.8,2  586.3,3  642.8,3  734.4,4  404.7,5  241.2,5  287.2,5  490.7,4  213.0,4  338.3,4  635.4,4  755.0,5  527.1,5  520.9,5  229.0,5  629.4,7  123.8,7  498.5
Azerbaijan,  0.0,  0.0,  0.0,  0.0,  0.0,  330.1,  957.0,2  089.0,3  095.0,3  605.3,1  791.0,2  018.0,3  410.0,6  695.0,10  251.0,11  930.0,19  098.7,18  514.7,13  765.7,13  779.7,14  252.7,14  815.7,16  280.7,18  285.3,22  117.3,27  419.9,31  900.5,34  679.9,36  158.2,37  647.8,38  548.8,36  959.7,32  503.0,32  745.4
Bahrain,  551.6,1  171.0,2  039.7,1  764.6,1  972.9,2  403.5,4  451.6,4  780.8,4  960.4,5  414.1,5  905.8,5  986.2,6  203.2,6  719.9,7  354.0,8  276.0,11  190.7,12  103.7,14  741.2,14  998.1,15  154.0,22  331.3,23  876.0,27  603.7,25  747.1,25  812.3,26  055.3,27  481.5,29  135.6,30  683.8,31  705.2,33  484.3,36  244.7,43  084.3
Georgia,  0.0,  0.0,  0.0,  18.1,  26.1,  32.1,  67.7,  246.3,  511.7,  631.0,  762.2,  878.7,1  049.4,1  395.3,1  913.3,2  395.8,3  599.1,5  448.3,6  917.7,7  597.8,8  518.0,9  767.4,10  724.6,11  904.1,13  463.8,13  771.7,15  188.3,18  024.3,18  406.7,19  406.9,18  653.8,19  399.0,22  328.6,24  353.9
Iraq,-  63.1,-  55.4,-  55.3,-  54.5,-  54.5,-  54.5,-  56.5,-  55.4,-  48.0,-  48.0,-  48.0,-  54.7,-  55.0,  945.0,1  245.0,1  760.3,2  143.3,3  115.1,4  970.8,6  569.1,7  965.3,9  847.6,13  248.0,10  912.7,  736.3,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Jordan,1  367.5,1  355.6,1  396.3,1  362.8,1  365.6,1  379.0,1  394.5,1  755.4,2  065.4,2  221.8,3  135.1,3  428.2,3  964.0,5  004.2,8  315.7,13  228.8,12  713.1,19  012.7,20  405.8,20  761.4,21  898.6,23  384.6,24  933.1,26  945.9,29  059.4,30  628.5,32  162.5,34  250.4,35  114.1,35  760.1,36  589.9,37  305.1,38  495.8,39  534.1
Kuwait,  37.5,  38.3,  73.6,  86.9,  86.9,  93.6,  440.9,  460.9,  519.9,  592.2,  608.5,  428.7,  444.3,  383.8,  407.5,  645.2,  773.3,  945.4,8  721.6,10  231.3,11  883.5,15  176.0,18  144.3,16  097.2,15  732.9,14  620.5,14  968.3,15  207.1,14  601.0,15  150.6,14  951.9,14  034.8,15  091.0,16  648.3
Lebanon,  53.1,  54.8,  73.2,  80.6,  103.2,  138.2,  218.2,2  017.8,3  152.7,4  024.4,14  233.0,15  686.9,17  022.8,19  882.8,22  366.5,25  688.0,28  819.7,32  195.7,36  197.7,40  576.7,44  285.0,47  422.1,50  533.4,53  194.5,56  057.0,58  216.3,60  784.8,63  307.2,65  965.2,67  870.5,69  477.4,70  077.2,70  604.1,71  259.5
Oman,1  723.0,1  858.2,1  962.5,2  104.5,2  181.0,2  227.3,2  287.9,2  352.9,2  454.3,2  493.3,2  576.5,2  581.7,2  703.7,2  728.7,2  839.7,4  377.7,5  974.7,9  306.7,12  258.7,13  743.7,14  986.9,16  739.8,18  105.3,19  717.7,21  005.1,18  833.5,21  098.8,28  541.0,34  494.1,39  175.6,41  841.4,45  844.0,51  323.8,56  069.2
Qatar,  62.8,  105.3,  144.9,  216.9,  348.8,  442.4,  781.2,1  199.6,1  546.9,1  660.1,1  911.7,2  207.2,2  831.1,3  456.1,4  655.0,7  155.0,10  655.0,15  355.0,17  768.9,25  893.6,30  549.5,30  357.1,30  714.3,29  873.9,39  615.4,38  626.4,36  456.0,35  522.0,33  873.6,31  061.0,28  627.1,27  533.7,27  609.8,27  135.6
Saudi Arabia,15  193.0,15  358.0,15  608.0,15  788.0,16  478.0,17  056.0,17  120.0,17  177.0,17  271.0,17  394.0,17  577.0,17  281.0,17  734.0,18  512.0,20  454.0,33  535.0,50  659.0,73  479.7,112  935.5,148  088.8,176  377.9,186  758.1,199  032.1,207  897.0,215  908.7,224  049.8,231  502.3,227  566.4,231  813.5,236  376.1,241  775.2,261  060.9,268  947.1,215  523.7
Syrian Arab Republic,  154.0,  208.0,  265.0,  325.0,  390.0,  460.0,  549.0,  629.0,  711.0,  974.0,1  244.0,1  354.0,1  469.0,1  629.0,1  949.0,2  532.0,3  191.0,4  433.0,5  898.6,8  469.5,9  938.7,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9,10  742.9
Türkiye,11  150.3,11  960.3,12  804.3,13  440.3,14  048.3,14  933.3,15  655.3,16  460.3,17  400.3,18  183.3,18  812.0,20  316.0,18  826.0,33  239.0,38  632.0,71  429.0,95  472.0,155  676.0,81  328.0,144  700.0,188  308.0,137  970.0,192  189.0,152  465.0,183  715.0,158  676.0,149  468.0,196  875.0,145  149.0,160  456.0,229  742.0,138  961.0,202  503.0,156  537.0
United Arab Emirates,  751.0,  776.9,  906.6,1  307.9,1  370.4,1  770.3,2  070.8,2  303.2,2  560.9,1  575.5,1  069.2,2  253.0,2  348.3,6  604.3,16  607.8,27  507.7,40  313.7,48  874.7,53  937.7,55  072.0,63  868.8,71  020.9,80  576.8,90  336.3,101  419.9,109  968.5,119  054.0,121  645.2,127  914.5,131  011.6,150  896.0,171  563.1,194  299.7,224  987.2
Yemen,  180.4,  462.5,1  180.5,2  083.5,2  099.3,1  881.6,1  821.5,1  683.0,1  088.6,  993.2,  843.0,  998.1,1  112.4,1  010.7,1  248.9,  803.3,1  924.3,2  985.1,4  539.7,4  668.9,4  857.6,4  339.1,3  808.1,3  674.5,3  441.4,3  426.0,2  865.0,2  595.1,2  313.0,1  942.1,1  942.1,1  942.1,1  942.1,1  942.1
State of Palestine,  0.0,  0.0,  0.0,  0.0,  0.0,  608.8,  786.0,  949.0,1  167.2,1  355.8,1  417.8,1  437.0,1  446.4,1  464.4,1  513.3,1  559.8,1  578.4,1  606.7,1  658.2,1  958.0,2  176.0,2  328.0,2  336.0,2  459.0,2  487.0,2  511.0,2  660.0,2  647.0,2  756.0,2  756.0,2  717.0,2  976.0,3  116.0,3  195.0
Central Asia,  0.0,  0.0,  18.0,1  435.4,2  321.3,3  600.6,5  000.4,6  697.3,8  189.9,9  958.7,12  293.2,15  389.8,18  366.8,20  883.1,26  290.7,29  942.6,38  431.4,52  347.2,69  640.0,87  934.1,101  577.4,132  094.8,149  799.8,158  615.9,170  424.5,177  084.2,191  412.8,197  492.0,203  841.3,208  975.0,210  123.9,213  515.3,216  440.7,222  059.3
Kazakhstan,  0.0,  0.0,  0.0,1  271.4,1  931.1,2  895.4,4  032.3,5  353.5,6  505.0,7  976.7,10  077.7,12  916.6,15  464.3,17  587.1,22  376.5,25  607.4,32  879.4,44  590.0,59  034.7,71  846.1,82  647.8,107  395.8,119  943.9,125  218.1,132  127.4,133  334.2,143  064.6,146  755.7,150  637.9,152  556.8,151  910.1,152  664.2,154  419.0,157  197.6
Kyrgyzstan,  0.0,  0.0,  0.0,  10.0,  48.2,  144.3,  191.0,  274.0,  383.3,  427.6,  431.8,  427.3,  479.1,  532.4,  582.3,  627.2,  750.4,  982.7,1  379.6,1  428.8,1  697.6,2  413.4,3  553.3,3  319.2,3  553.3,4  637.7,5  245.5,3  960.0,5  299.2,5  912.0,5  499.5,5  637.2,3  505.6,3  809.6
Tajikistan,  0.0,  0.0,  9.0,  18.0,  30.0,  40.0,  58.0,  76.0,  105.9,  112.6,  136.2,  145.7,  181.7,  213.4,  251.3,  17.7,  206.6,  618.3,1  081.3,1  119.7,1  225.7,1  327.9,1  599.3,1  846.2,1  929.7,2  279.0,2  500.7,2  704.6,2  886.9,3  046.8,3  112.6,3  066.0,3  329.5,3  332.8
Turkmenistan,  0.0,  0.0,  0.0,  79.0,  182.0,  415.0,  523.1,  630.9,  693.2,  818.2,  949.2,1  119.2,1  395.2,1  621.2,1  974.9,2  393.1,3  124.0,3  980.0,5  257.0,9  810.0,13  442.3,16  833.4,19  963.0,22  824.4,26  654.6,29  697.5,31  940.7,34  026.6,36  023.9,37  877.6,39  313.8,40  601.1,41  537.2,42  915.5
Uzbekistan,  0.0,  0.0,  9.0,  57.0,  130.0,  106.0,  196.0,  362.8,  502.4,  623.6,  698.3,  781.1,  846.4,  929.0,1  105.6,1  297.2,1  471.0,2  176.2,2  887.5,3  729.5,2  563.9,4  124.4,4  740.4,5  408.0,6  159.7,7  135.8,8  661.3,10  045.0,8  993.4,9  581.8,10  288.1,11  546.8,13  649.5,14  803.8
Latin America and the Caribbean,107  187.0,118  420.9,141  743.2,160  418.7,173  989.2,179  917.3,214  780.8,280  556.7,336  720.5,392  036.3,338  557.5,518  668.0,473  288.7,540  981.3,634  247.6,735  158.4,835  499.2,1010  197.6,973  784.5,1139  980.8,1550  274.3,1597  835.4,1771  494.7,1817  022.9,1830  619.9,1652  319.1,1830  731.6,2020  743.2,2004  699.6,2232  013.0,2133  907.2,2355  201.8,2653  078.5,2953  403.1
South and Central America,103  310.9,117  612.4,140  395.4,158  502.4,171  218.1,176  281.5,210  504.4,274  652.8,329  005.0,381  786.0,326  192.8,503  770.4,456  199.2,522  419.3,609  995.4,707  571.5,804  899.4,976  177.8,932  674.2,1095  447.2,1502  577.1,1552  115.4,1723  290.9,1766  777.9,1777  540.8,1596  276.4,1771  764.5,1957  426.1,1938  529.4,2162  078.4,2059  189.4,2276  309.8,2570  811.1,2866  986.4
South America,74  815.3,80  239.0,97  544.7,110  065.0,129  295.4,127  888.7,155  078.0,208  188.5,250  813.0,276  410.5,186  425.0,323  762.8,269  052.7,321  990.1,374  706.6,428  623.9,490  571.7,619  891.9,601  362.5,753  528.5,1085  463.8,1145  435.4,1218  312.7,1207  611.0,1218  974.7,1051  985.5,1212  936.9,1323  813.1,1275  718.9,1439  346.7,1355  275.4,1513  470.4,1727  712.5,1898  676.9
Argentina,9  084.6,11  523.6,16  302.9,18  520.3,22  428.1,27  991.0,33  557.0,42  012.7,47  797.1,61  926.4,67  600.5,79  503.5,43  146.4,48  262.0,52  507.3,55  138.8,59  882.2,66  225.7,75  235.1,78  205.2,85  590.6,92  295.0,98  705.6,88  337.7,89  715.9,79  773.0,74  868.3,80  699.6,72  589.4,70  458.4,85  268.8,100  119.1,116  698.3,128  855.2
"Bolivia, Plurinational State of",1  025.7,1  092.7,1  188.4,1  310.5,1  434.1,1  564.3,1  990.7,2  248.3,3  274.4,4  284.9,5  187.7,5  893.5,6  570.0,4  606.5,4  957.6,4  904.5,5  118.9,5  485.0,5  998.0,6  421.1,6  890.0,7  748.9,8  808.9,10  992.3,11  784.7,11  598.0,11  564.5,12  241.5,11  835.2,11  710.3,10  276.3,10  585.5,9  838.9,9  632.9
Brazil,37  143.4,38  580.2,47  262.1,54  593.7,61  825.9,47  886.6,54  846.0,69  721.5,99  505.4,102  330.7,  0.0,117  610.7,96  860.9,127  725.8,157  777.5,177  915.0,213  021.1,292  530.6,260  530.6,367  183.2,640  329.6,649  126.4,664  208.5,627  788.7,601  489.9,429  843.0,563  539.5,623  020.8,568  741.4,705  031.0,595  284.8,729  576.6,878  143.8,997  570.4
Chile,16  106.7,16  928.8,17  864.1,18  898.3,21  481.3,24  437.4,29  252.0,34  523.4,37  630.1,43  498.2,45  753.4,43  481.7,42  311.3,54  569.8,65  629.3,78  599.4,84  534.6,107  582.7,101  736.8,129  274.2,160  904.4,173  243.3,179  320.1,190  785.0,205  014.8,207  888.2,222  751.9,245  715.5,241  028.8,245  467.6,248  931.7,238  534.1,250  062.0,267  131.6
Colombia,3  500.1,3  602.0,3  891.3,4  284.2,5  086.1,6  407.0,11  773.4,19  693.6,16  644.5,13  423.8,11  157.2,15  377.1,18  031.6,20  540.3,24  883.3,36  987.0,45  406.0,56  463.0,67  266.0,75  986.0,82  990.6,97  378.8,112  949.4,128  212.9,141  810.5,149  072.5,164  428.0,179  333.9,188  833.0,204  916.1,212  299.5,219  498.0,234  230.6,254  328.8
Ecuador,1  626.0,1  786.1,1  964.0,2  589.8,3  166.1,3  618.6,4  118.2,4  842.2,5  712.1,6  360.6,6  337.2,6  875.7,7  659.0,8  530.5,9  367.4,9  860.8,10  132.3,10  326.1,11  383.5,11  692.1,11  858.0,12  504.1,13  071.5,13  798.5,14  575.2,15  906.5,16  670.7,17  300.3,18  689.5,19  668.5,20  764.3,21  412.3,22  291.7,22  664.0
Guyana,  44.8,  57.2,  203.8,  273.3,  380.0,  454.4,  547.3,  599.3,  643.3,  689.3,  756.4,  812.4,  856.0,  882.1,  912.1,  988.9,1  091.3,1  243.7,1  421.7,1  585.7,1  783.7,2  030.5,2  324.2,2  538.2,2  793.5,2  915.2,2  973.0,3  185.2,4  416.2,6  111.5,8  197.4,12  665.5,17  074.0,10  279.2
Paraguay,  417.7,  498.7,  615.8,  685.4,  807.9,  642.5,  577.4,  709.6,  838.4,  844.8,1  002.7,  893.2,  659.3,  824.7,  892.3,  978.6,1  399.2,2  039.6,2  412.3,2  744.5,3  555.3,4  238.6,5  398.6,5  620.5,6  523.1,5  997.4,6  759.5,7  568.7,7  390.7,7  244.9,6  978.4,7  293.7,7  666.3,8  905.6
Peru,1  330.0,1  370.0,1  504.0,1  642.0,4  451.0,5  510.3,6  719.6,7  753.0,8  297.5,9  791.5,11  061.9,11  834.8,12  548.7,12  875.8,13  310.5,15  889.2,20  484.4,26  807.7,32  340.3,34  521.2,42  975.9,50  658.1,64  280.6,74  106.6,78  643.3,86  849.8,93  308.3,99  838.5,106  599.7,112  858.8,111  670.8,117  030.6,129  221.3,132  545.7
Suriname,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  859.0,1  035.4,1  231.5,1  207.4,1  477.0,1  773.0,1  915.2,2  042.2,2  042.7,2  051.0,1  928.8,1  935.7,1  852.7
Uruguay,  671.5,  703.8,  715.1,  816.6,  971.1,1  127.7,1  264.5,1  390.9,1  555.0,1  790.3,2  088.0,2  406.2,1  402.5,1  799.6,2  110.3,2  843.7,3  898.7,6  355.8,7  998.1,10  668.3,12  478.7,15  146.7,28  029.9,31  181.0,33  400.4,32  522.9,30  731.0,31  316.0,30  726.7,31  659.8,30  170.4,30  536.2,34  652.9,38  325.7
"Venezuela, Bolivarian Republic of",3  864.7,4  095.8,6  033.2,6  450.8,7  263.8,8  248.8,10  431.8,24  694.0,28  915.0,31  470.0,35  480.0,39  074.0,39  007.0,41  373.0,42  359.0,44  518.0,45  603.0,44  832.0,35  040.0,35  247.0,36  107.0,40  206.0,40  180.0,33  018.0,32  016.0,28  142.0,23  569.0,21  678.0,22  826.0,22  177.0,23  382.0,24  290.0,25  897.0,26  585.0
Central America,28  495.6,37  373.4,42  850.7,48  437.4,41  922.7,48  392.8,55  426.3,66  464.3,78  192.0,105  375.5,139  767.7,180  007.7,187  146.4,200  429.2,235  288.8,278  947.6,314  327.8,356  285.9,331  311.7,341  918.7,417  113.3,406  680.1,504  978.2,559  166.9,558  566.1,544  290.9,558  827.6,633  613.0,662  810.5,722  731.7,703  914.0,762  839.4,843  098.6,968  309.5
Belize,  89.1,  104.2,  122.0,  135.6,  154.4,  175.2,  191.8,  203.8,  222.8,  277.5,  294.3,  355.5,  380.9,  370.0,  481.5,  608.4,  717.3,  860.4,1  029.9,1  138.1,1  453.6,1  548.9,1  738.1,1  833.3,1  986.0,2  050.6,2  094.6,2  119.1,2  237.4,2  331.3,2  409.3,2  537.8,2  678.7,2  811.7
Costa Rica,1  323.7,1  502.1,1  728.1,1  974.8,2  272.4,  409.1,  836.1,1  221.5,1  759.0,2  364.6,2  808.5,3  410.8,4  236.2,4  929.5,5  945.8,7  174.8,8  843.5,10  819.5,13  110.3,14  552.4,15  936.0,18  095.6,20  606.2,24  111.5,27  570.6,30  859.8,34  213.3,37  546.3,40  755.2,44  077.1,46  112.2,49  213.0,52  474.3,55  165.3
